,game_id,date,team,opp,result,win,pt_diff,ortg,zone,fgm,fga,fg%
1217,137,5/9/21,SAC,OKC,W 126-98,1,28,126.1,Left Corner 3,3,7,0.428571429
1218,138,5/8/21,BKN,DEN,W 125-119,1,6,128.3,Left Corner 3,2,3,0.666666667
1219,139,5/8/21,DEN,BKN,L 119-125,0,-6,122.2,Left Corner 3,1,4,0.25
1220,140,5/8/21,GSW,OKC,W 136-97,1,39,131.4,Left Corner 3,1,6,0.166666667
1221,141,5/8/21,OKC,GSW,L 97-136,0,-39,93.7,Left Corner 3,1,4,0.25
1222,142,5/8/21,IND,WAS,L 132-133 (OT),0,-1,110.1,Left Corner 3,0,1,0
1223,143,5/8/21,WAS,IND,W 133-132 (OT),1,1,110.9,Left Corner 3,3,7,0.428571429
1224,144,5/8/21,DET,PHI,L 104-118,0,-14,107.8,Left Corner 3,1,3,0.333333333
1225,145,5/8/21,PHI,DET,W 118-104,1,14,122.3,Left Corner 3,1,5,0.2
1226,146,5/8/21,POR,SAS,W 124-102,1,22,124.9,Left Corner 3,3,5,0.6
1227,147,5/8/21,SAS,POR,L 102-124,0,-22,102.8,Left Corner 3,1,5,0.2
1228,148,5/8/21,MEM,TOR,W 109-99,1,10,110.5,Left Corner 3,5,14,0.357142857
1229,149,5/8/21,TOR,MEM,L 99-109,0,-10,100.3,Left Corner 3,1,4,0.25
1230,150,5/8/21,HOU,UTA,L 116-124,0,-8,113.2,Left Corner 3,3,4,0.75
1231,151,5/8/21,UTA,HOU,W 124-116,1,8,121,Left Corner 3,3,9,0.333333333
1232,152,5/7/21,BOS,CHI,L 99-121,0,-22,102.4,Left Corner 3,1,2,0.5
1233,153,5/7/21,CHI,BOS,W 121-99,1,22,125.2,Left Corner 3,4,6,0.666666667
1234,154,5/7/21,CHA,ORL,W 122-112,1,10,121.7,Left Corner 3,2,3,0.666666667
1235,155,5/7/21,ORL,CHA,L 112-122,0,-10,111.7,Left Corner 3,0,1,0
1236,156,5/7/21,CLE,DAL,L 90-110,0,-20,97,Left Corner 3,0,2,0
1237,157,5/7/21,DAL,CLE,W 110-90,1,20,118.6,Left Corner 3,3,8,0.375
1238,158,5/7/21,MIA,MIN,W 121-112,1,9,118.4,Left Corner 3,2,5,0.4
1239,159,5/7/21,MIN,MIA,L 112-121,0,-9,109.6,Left Corner 3,1,6,0.166666667
1240,160,5/7/21,HOU,MIL,L 133-141,0,-8,121.7,Left Corner 3,4,5,0.8
1241,161,5/7/21,MIL,HOU,W 141-133,1,8,129.1,Left Corner 3,3,6,0.5
1242,162,5/7/21,NOP,PHI,L 107-109,0,-2,107.2,Left Corner 3,1,4,0.25
1243,163,5/7/21,PHI,NOP,W 109-107,1,2,109.2,Left Corner 3,1,2,0.5
1244,164,5/7/21,NYK,PHX,L 105-128,0,-23,106.2,Left Corner 3,3,7,0.428571429
1245,165,5/7/21,PHX,NYK,W 128-105,1,23,129.5,Left Corner 3,6,10,0.6
1246,166,5/7/21,LAL,POR,L 101-106,0,-5,102.4,Left Corner 3,0,8,0
1247,167,5/7/21,POR,LAL,W 106-101,1,5,107.4,Left Corner 3,3,4,0.75
1248,168,5/7/21,SAC,SAS,L 104-113,0,-9,102.6,Left Corner 3,0,2,0
1249,169,5/7/21,SAS,SAC,W 113-104,1,9,111.5,Left Corner 3,0,3,0
1250,170,5/7/21,DEN,UTA,L 120-127,0,-7,123.5,Left Corner 3,0,2,0
1251,171,5/7/21,UTA,DEN,W 127-120,1,7,130.7,Left Corner 3,1,6,0.166666667
1252,172,5/6/21,CHI,CHA,W 120-99,1,21,121.1,Left Corner 3,1,4,0.25
1253,173,5/6/21,CHA,CHI,L 99-120,0,-21,99.9,Left Corner 3,2,5,0.4
1254,174,5/6/21,BKN,DAL,L 109-113,0,-4,108.1,Left Corner 3,0,3,0
1255,175,5/6/21,DAL,BKN,W 113-109,1,4,112,Left Corner 3,1,4,0.25
1256,176,5/6/21,DET,MEM,W 111-97,1,14,116.7,Left Corner 3,1,1,1
1257,177,5/6/21,MEM,DET,L 97-111,0,-14,102,Left Corner 3,1,2,0.5
1258,178,5/6/21,GSW,OKC,W 118-97,1,21,119.6,Left Corner 3,3,5,0.6
1259,179,5/6/21,OKC,GSW,L 97-118,0,-21,98.4,Left Corner 3,0,1,0
1260,180,5/6/21,ATL,IND,L 126-133,0,-7,122.3,Left Corner 3,0,3,0
1261,181,5/6/21,IND,ATL,W 133-126,1,7,129.1,Left Corner 3,0,1,0
1262,182,5/6/21,LAC,LAL,W 118-94,1,24,121.4,Left Corner 3,1,2,0.5
1263,183,5/6/21,LAL,LAC,L 94-118,0,-24,96.7,Left Corner 3,1,2,0.5
1264,184,5/6/21,TOR,WAS,L 129-131 (OT),0,-2,119,Left Corner 3,3,9,0.333333333
1265,185,5/6/21,WAS,TOR,W 131-129 (OT),1,2,120.8,Left Corner 3,1,2,0.5
1266,186,5/5/21,ATL,PHX,W 135-103,1,32,149.1,Left Corner 3,3,5,0.6
1267,187,5/5/21,PHX,ATL,L 103-135,0,-32,113.8,Left Corner 3,2,5,0.4
1268,188,5/5/21,CLE,POR,L 105-141,0,-36,105.9,Left Corner 3,1,4,0.25
1269,189,5/5/21,POR,CLE,W 141-105,1,36,142.2,Left Corner 3,0,1,0
1270,190,5/5/21,DEN,NYK,W 113-97,1,16,108.7,Left Corner 3,1,3,0.333333333
1271,191,5/5/21,NYK,DEN,L 97-113,0,-16,93.3,Left Corner 3,2,3,0.666666667
1272,192,5/5/21,HOU,PHI,L 115-135,0,-20,116.5,Left Corner 3,1,3,0.333333333
1273,193,5/5/21,PHI,HOU,W 135-115,1,20,136.8,Left Corner 3,4,6,0.666666667
1274,194,5/5/21,IND,SAC,L 93-104,0,-11,93.4,Left Corner 3,0,1,0
1275,195,5/5/21,SAC,IND,W 104-93,1,11,104.5,Left Corner 3,1,6,0.166666667
1276,196,5/5/21,MIL,WAS,W 135-134,1,1,124.8,Left Corner 3,2,3,0.666666667
1277,197,5/5/21,WAS,MIL,L 134-135,0,-1,123.8,Left Corner 3,1,2,0.5
1278,198,5/5/21,MEM,MIN,W 139-135,1,4,131.5,Left Corner 3,3,9,0.333333333
1279,199,5/5/21,MIN,MEM,L 135-139,0,-4,127.8,Left Corner 3,1,3,0.333333333
1280,200,5/5/21,BOS,ORL,W 132-96,1,36,130,Left Corner 3,4,8,0.5
1281,201,5/5/21,ORL,BOS,L 96-132,0,-36,94.6,Left Corner 3,0,1,0
1282,202,5/5/21,SAS,UTA,L 94-126,0,-32,95.9,Left Corner 3,0,1,0
1283,203,5/5/21,UTA,SAS,W 126-94,1,32,128.5,Left Corner 3,2,8,0.25
1284,204,5/4/21,CLE,PHX,L 118-134 (OT),0,-16,112.2,Left Corner 3,1,3,0.333333333
1285,205,5/4/21,PHX,CLE,W 134-118 (OT),1,16,127.5,Left Corner 3,2,5,0.4
1286,206,5/4/21,CHA,DET,W 102-99,1,3,108.8,Left Corner 3,1,5,0.2
1287,207,5/4/21,DET,CHA,L 99-102,0,-3,105.6,Left Corner 3,2,8,0.25
1288,208,5/4/21,LAC,TOR,W 105-100,1,5,110.5,Left Corner 3,1,4,0.25
1289,209,5/4/21,TOR,LAC,L 100-105,0,-5,105.2,Left Corner 3,1,4,0.25
1290,210,5/4/21,DAL,MIA,W 127-113,1,14,133.9,Left Corner 3,1,3,0.333333333
1291,211,5/4/21,MIA,DAL,L 113-127,0,-14,119.1,Left Corner 3,2,3,0.666666667
1292,212,5/4/21,BKN,MIL,L 118-124,0,-6,115.6,Left Corner 3,1,3,0.333333333
1293,213,5/4/21,MIL,BKN,W 124-118,1,6,121.5,Left Corner 3,2,5,0.4
1294,214,5/4/21,GSW,NOP,L 103-108,0,-5,99.8,Left Corner 3,2,7,0.285714286
1295,215,5/4/21,NOP,GSW,W 108-103,1,5,104.6,Left Corner 3,1,4,0.25
1296,216,5/4/21,OKC,SAC,L 99-103,0,-4,99.4,Left Corner 3,1,2,0.5
1297,217,5/4/21,SAC,OKC,W 103-99,1,4,103.4,Left Corner 3,2,6,0.333333333
1298,218,5/3/21,ATL,POR,W 123-114,1,9,125.3,Left Corner 3,4,6,0.666666667
1299,219,5/3/21,POR,ATL,L 114-123,0,-9,116.2,Left Corner 3,1,2,0.5
1300,220,5/3/21,CHI,PHI,L 94-106,0,-12,101,Left Corner 3,3,6,0.5
1301,221,5/3/21,PHI,CHI,W 106-94,1,12,113.9,Left Corner 3,3,5,0.6
1302,222,5/3/21,DET,ORL,L 112-119,0,-7,114.1,Left Corner 3,2,3,0.666666667
1303,223,5/3/21,ORL,DET,W 119-112,1,7,121.3,Left Corner 3,1,1,1
1304,224,5/3/21,DEN,LAL,L 89-93,0,-4,94.6,Left Corner 3,0,1,0
1305,225,5/3/21,LAL,DEN,W 93-89,1,4,98.8,Left Corner 3,2,4,0.5
1306,226,5/3/21,MEM,NYK,L 104-118,0,-14,110.6,Left Corner 3,4,12,0.333333333
1307,227,5/3/21,NYK,MEM,W 118-104,1,14,125.4,Left Corner 3,5,6,0.833333333
1308,228,5/3/21,GSW,NOP,W 123-108,1,15,119.8,Left Corner 3,1,5,0.2
1309,229,5/3/21,NOP,GSW,L 108-123,0,-15,105.2,Left Corner 3,1,4,0.25
1310,230,5/3/21,SAS,UTA,L 99-110,0,-11,103.3,Left Corner 3,0,1,0
1311,231,5/3/21,UTA,SAS,W 110-99,1,11,114.7,Left Corner 3,1,6,0.166666667
1312,232,5/3/21,IND,WAS,L 141-154,0,-13,119.3,Left Corner 3,2,2,1
1313,233,5/3/21,WAS,IND,W 154-141,1,13,130.3,Left Corner 3,3,3,1
1314,234,5/2/21,BOS,POR,L 119-129,0,-10,117.5,Left Corner 3,0,0,
1315,235,5/2/21,POR,BOS,W 129-119,1,10,127.4,Left Corner 3,1,1,1
1316,236,5/2/21,CHA,MIA,L 111-121,0,-10,115.3,Left Corner 3,0,3,0
1317,237,5/2/21,MIA,CHA,W 121-111,1,10,125.7,Left Corner 3,1,1,1
1318,238,5/2/21,DAL,SAC,L 99-111,0,-12,103.2,Left Corner 3,0,7,0
1319,239,5/2/21,SAC,DAL,W 111-99,1,12,115.8,Left Corner 3,1,4,0.25
1320,240,5/2/21,HOU,NYK,L 97-122,0,-25,100.6,Left Corner 3,1,5,0.2
1321,241,5/2/21,NYK,HOU,W 122-97,1,25,126.6,Left Corner 3,4,8,0.5
1322,242,5/2/21,LAL,TOR,L 114-121,0,-7,109.8,Left Corner 3,1,4,0.25
1323,243,5/2/21,TOR,LAL,W 121-114,1,7,116.5,Left Corner 3,0,0,
1324,244,5/2/21,BKN,MIL,L 114-117,0,-3,110.5,Left Corner 3,1,2,0.5
1325,245,5/2/21,MIL,BKN,W 117-114,1,3,113.4,Left Corner 3,2,4,0.5
1326,246,5/2/21,OKC,PHX,L 120-123,0,-3,123.2,Left Corner 3,1,1,1
1327,247,5/2/21,PHX,OKC,W 123-120,1,3,126.3,Left Corner 3,0,4,0
1328,248,5/2/21,PHI,SAS,W 113-111 (OT),1,2,110.1,Left Corner 3,1,2,0.5
1329,249,5/2/21,SAS,PHI,L 111-113 (OT),0,-2,108.1,Left Corner 3,1,1,1
1330,250,5/1/21,ATL,CHI,W 108-97,1,11,114.6,Left Corner 3,1,2,0.5
1331,251,5/1/21,CHI,ATL,L 97-108,0,-11,103,Left Corner 3,1,4,0.25
1332,252,5/1/21,CHA,DET,W 107-94,1,13,114.4,Left Corner 3,3,9,0.333333333
1333,253,5/1/21,DET,CHA,L 94-107,0,-13,100.5,Left Corner 3,3,5,0.6
1334,254,5/1/21,CLE,MIA,L 107-124,0,-17,119.4,Left Corner 3,6,7,0.857142857
1335,255,5/1/21,MIA,CLE,W 124-107,1,17,138.4,Left Corner 3,3,4,0.75
1336,256,5/1/21,DAL,WAS,W 125-124,1,1,126.8,Left Corner 3,2,8,0.25
1337,257,5/1/21,WAS,DAL,L 124-125,0,-1,125.8,Left Corner 3,0,3,0
1338,258,5/1/21,GSW,HOU,W 113-87,1,26,107.1,Left Corner 3,3,6,0.5
1339,259,5/1/21,HOU,GSW,L 87-113,0,-26,82.5,Left Corner 3,2,4,0.5
1340,260,5/1/21,DEN,LAC,W 110-104,1,6,124.6,Left Corner 3,6,9,0.666666667
1341,261,5/1/21,LAC,DEN,L 104-110,0,-6,117.8,Left Corner 3,1,5,0.2
1342,262,5/1/21,MIN,NOP,L 136-140 (OT),0,-4,114.6,Left Corner 3,1,4,0.25
1343,263,5/1/21,NOP,MIN,W 140-136 (OT),1,4,117.9,Left Corner 3,1,1,1
1344,264,5/1/21,IND,OKC,W 152-95,1,57,137.8,Left Corner 3,2,3,0.666666667
1345,265,5/1/21,OKC,IND,L 95-152,0,-57,86.1,Left Corner 3,3,12,0.25
1346,266,5/1/21,MEM,ORL,L 111-112,0,-1,111,Left Corner 3,0,6,0
1347,267,5/1/21,ORL,MEM,W 112-111,1,1,112,Left Corner 3,1,1,1
1348,268,5/1/21,TOR,UTA,L 102-106,0,-4,107.3,Left Corner 3,0,3,0
1349,269,5/1/21,UTA,TOR,W 106-102,1,4,111.5,Left Corner 3,3,7,0.428571429
1350,270,4/30/21,BOS,SAS,W 143-140 (OT),1,3,128.6,Left Corner 3,5,8,0.625
1351,271,4/30/21,SAS,BOS,L 140-143 (OT),0,-3,125.9,Left Corner 3,3,4,0.75
1352,272,4/30/21,BKN,POR,L 109-128,0,-19,110.3,Left Corner 3,2,4,0.5
1353,273,4/30/21,POR,BKN,W 128-109,1,19,129.5,Left Corner 3,2,5,0.4
1354,274,4/30/21,CHI,MIL,L 98-108,0,-10,99.2,Left Corner 3,4,6,0.666666667
1355,275,4/30/21,MIL,CHI,W 108-98,1,10,109.3,Left Corner 3,2,2,1
1356,276,4/30/21,CLE,WAS,L 93-122,0,-29,91,Left Corner 3,1,2,0.5
1357,277,4/30/21,WAS,CLE,W 122-93,1,29,119.4,Left Corner 3,1,3,0.333333333
1358,278,4/30/21,LAL,SAC,L 106-110,0,-4,106.9,Left Corner 3,1,6,0.166666667
1359,279,4/30/21,SAC,LAL,W 110-106,1,4,110.9,Left Corner 3,1,4,0.25
1360,280,4/30/21,MEM,ORL,W 92-75,1,17,94,Left Corner 3,2,4,0.5
1361,281,4/30/21,ORL,MEM,L 75-92,0,-17,76.7,Left Corner 3,2,4,0.5
1362,282,4/30/21,ATL,PHI,L 104-126,0,-22,106.6,Left Corner 3,1,4,0.25
1363,283,4/30/21,PHI,ATL,W 126-104,1,22,129.1,Left Corner 3,3,5,0.6
1364,284,4/30/21,PHX,UTA,W 121-100,1,21,128.4,Left Corner 3,2,4,0.5
1365,285,4/30/21,UTA,PHX,L 100-121,0,-21,106.1,Left Corner 3,0,5,0
1366,286,4/29/21,DEN,TOR,W 121-111,1,10,124.4,Left Corner 3,3,5,0.6
1367,287,4/29/21,TOR,DEN,L 111-121,0,-10,114.2,Left Corner 3,3,7,0.428571429
1368,288,4/29/21,DAL,DET,W 115-105,1,10,115.9,Left Corner 3,2,4,0.5
1369,289,4/29/21,DET,DAL,L 105-115,0,-10,105.8,Left Corner 3,2,4,0.5
1370,290,4/29/21,HOU,MIL,W 143-136,1,7,132.5,Left Corner 3,0,2,0
1371,291,4/29/21,MIL,HOU,L 136-143,0,-7,126,Left Corner 3,1,3,0.333333333
1372,292,4/29/21,BKN,IND,W 130-113,1,17,123.8,Left Corner 3,1,3,0.333333333
1373,293,4/29/21,IND,BKN,L 113-130,0,-17,107.6,Left Corner 3,0,2,0
1374,294,4/29/21,GSW,MIN,L 114-126,0,-12,114.6,Left Corner 3,2,4,0.5
1375,295,4/29/21,MIN,GSW,W 126-114,1,12,126.7,Left Corner 3,1,2,0.5
1376,296,4/29/21,NOP,OKC,W 109-95,1,14,103.7,Left Corner 3,1,4,0.25
1377,297,4/29/21,OKC,NOP,L 95-109,0,-14,90.4,Left Corner 3,1,5,0.2
1378,298,4/28/21,BOS,CHA,W 120-111,1,9,127,Left Corner 3,4,6,0.666666667
1379,299,4/28/21,CHA,BOS,L 111-120,0,-9,117.5,Left Corner 3,0,1,0
1380,300,4/28/21,CLE,ORL,L 104-109,0,-5,106,Left Corner 3,2,7,0.285714286
1381,301,4/28/21,ORL,CLE,W 109-104,1,5,111.1,Left Corner 3,2,3,0.666666667
1382,302,4/28/21,DEN,NOP,W 114-112,1,2,104.9,Left Corner 3,1,4,0.25
1383,303,4/28/21,NOP,DEN,L 112-114,0,-2,103,Left Corner 3,1,3,0.333333333
1384,304,4/28/21,MEM,POR,L 109-130,0,-21,107.2,Left Corner 3,0,2,0
1385,305,4/28/21,POR,MEM,W 130-109,1,21,127.9,Left Corner 3,1,3,0.333333333
1386,306,4/28/21,MIA,SAS,W 116-111,1,5,119,Left Corner 3,2,3,0.666666667
1387,307,4/28/21,SAS,MIA,L 111-116,0,-5,113.9,Left Corner 3,1,4,0.25
1388,308,4/28/21,CHI,NYK,L 94-113,0,-19,100.9,Left Corner 3,1,2,0.5
1389,309,4/28/21,NYK,CHI,W 113-94,1,19,121.3,Left Corner 3,1,5,0.2
1390,310,4/28/21,ATL,PHI,L 83-127,0,-44,91.8,Left Corner 3,1,3,0.333333333
1391,311,4/28/21,PHI,ATL,W 127-83,1,44,140.5,Left Corner 3,1,6,0.166666667
1392,312,4/28/21,LAC,PHX,L 101-109,0,-8,111.5,Left Corner 3,5,6,0.833333333
1393,313,4/28/21,PHX,LAC,W 109-101,1,8,120.4,Left Corner 3,1,5,0.2
1394,314,4/28/21,SAC,UTA,L 105-154,0,-49,104.7,Left Corner 3,1,1,1
1395,315,4/28/21,UTA,SAC,W 154-105,1,49,153.5,Left Corner 3,4,8,0.5
1396,316,4/28/21,LAL,WAS,L 107-116,0,-9,107.3,Left Corner 3,1,3,0.333333333
1397,317,4/28/21,WAS,LAL,W 116-107,1,9,116.3,Left Corner 3,0,0,
1398,318,4/27/21,BOS,OKC,L 115-119,0,-4,103.3,Left Corner 3,1,6,0.166666667
1399,319,4/27/21,OKC,BOS,W 119-115,1,4,106.9,Left Corner 3,2,4,0.5
1400,320,4/27/21,CHA,MIL,L 104-114,0,-10,102.2,Left Corner 3,0,3,0
1401,321,4/27/21,MIL,CHA,W 114-104,1,10,112,Left Corner 3,1,4,0.25
1402,322,4/27/21,DAL,GSW,W 133-103,1,30,129.9,Left Corner 3,1,1,1
1403,323,4/27/21,GSW,DAL,L 103-133,0,-30,100.6,Left Corner 3,1,4,0.25
1404,324,4/27/21,HOU,MIN,L 107-114,0,-7,103.1,Left Corner 3,2,6,0.333333333
1405,325,4/27/21,MIN,HOU,W 114-107,1,7,109.8,Left Corner 3,1,5,0.2
1406,326,4/27/21,IND,POR,L 112-133,0,-21,109.7,Left Corner 3,3,5,0.6
1407,327,4/27/21,POR,IND,W 133-112,1,21,130.2,Left Corner 3,2,4,0.5
1408,328,4/27/21,BKN,TOR,W 116-103,1,13,125,Left Corner 3,3,6,0.5
1409,329,4/27/21,TOR,BKN,L 103-116,0,-13,111,Left Corner 3,2,5,0.4
1410,330,4/26/21,DEN,MEM,W 120-96,1,24,115.5,Left Corner 3,2,3,0.666666667
1411,331,4/26/21,ATL,DET,L 86-100,0,-14,89.2,Left Corner 3,0,2,0
1412,332,4/26/21,DET,ATL,W 100-86,1,14,103.7,Left Corner 3,2,4,0.5
1413,333,4/26/21,CHI,MIA,W 110-102,1,8,117.6,Left Corner 3,0,1,0
1414,334,4/26/21,MIA,CHI,L 102-110,0,-8,109.1,Left Corner 3,0,4,0
1415,335,4/26/21,MIN,UTA,W 105-104,1,1,108.4,Left Corner 3,1,3,0.333333333
1416,336,4/26/21,UTA,MIN,L 104-105,0,-1,107.4,Left Corner 3,1,4,0.25
1417,337,4/26/21,LAC,NOP,L 103-120,0,-17,103.2,Left Corner 3,1,7,0.142857143
1418,338,4/26/21,NOP,LAC,W 120-103,1,17,120.3,Left Corner 3,0,3,0
1419,339,4/26/21,NYK,PHX,L 110-118,0,-8,118.5,Left Corner 3,2,5,0.4
1420,340,4/26/21,PHX,NYK,W 118-110,1,8,127.1,Left Corner 3,2,5,0.4
1421,341,4/26/21,LAL,ORL,W 114-103,1,11,123.8,Left Corner 3,2,5,0.4
1422,342,4/26/21,ORL,LAL,L 103-114,0,-11,111.9,Left Corner 3,0,4,0
1423,343,4/26/21,OKC,PHI,L 90-121,0,-31,87.3,Left Corner 3,1,2,0.5
1424,344,4/26/21,PHI,OKC,W 121-90,1,31,117.4,Left Corner 3,0,4,0
1425,345,4/26/21,SAC,DAL,W 113-106,1,7,122.6,Left Corner 3,1,3,0.333333333
1426,346,4/26/21,CLE,TOR,L 96-112,0,-16,103.6,Left Corner 3,2,7,0.285714286
1427,347,4/26/21,TOR,CLE,W 112-96,1,16,120.9,Left Corner 3,2,6,0.333333333
1428,348,4/26/21,WAS,SAS,L 143-146 (OT),0,-3,133,Left Corner 3,1,2,0.5
1429,349,4/25/21,ATL,MIL,W 111-104,1,7,112.1,Left Corner 3,0,4,0
1430,350,4/25/21,BKN,PHX,W 128-119,1,9,133.5,Left Corner 3,0,3,0
1431,351,4/25/21,BOS,CHA,L 104-125,0,-21,107.2,Left Corner 3,1,5,0.2
1432,352,4/25/21,GSW,SAC,W 117-113,1,4,119.2,Left Corner 3,2,3,0.666666667
1433,353,4/24/21,HOU,DEN,L 116-129,0,-13,113.2,Left Corner 3,4,6,0.666666667
1434,354,4/24/21,DET,IND,L 109-115,0,-6,104.6,Left Corner 3,1,6,0.166666667
1435,355,4/24/21,MIA,CHI,W 106-101,1,5,113.4,Left Corner 3,2,3,0.666666667
1436,356,4/24/21,NYK,TOR,W 120-103,1,17,130.3,Left Corner 3,3,7,0.428571429
1437,357,4/24/21,MIN,UTA,W 101-96,1,5,102.3,Left Corner 3,1,1,1
1438,358,4/23/21,LAC,HOU,W 109-104,1,5,106,Left Corner 3,0,2,0
1439,359,4/21/21,LAC,MEM,W 117-105,1,12,121.7,Left Corner 3,1,2,0.5
1440,0,5/16/21,ATL,HOU,W 124-95,1,29,121.4,Right Corner 3,2,2,1
1441,1,5/16/21,HOU,ATL,L 95-124,0,-29,93,Right Corner 3,4,7,0.571428571
1442,2,5/16/21,BKN,CLE,W 123-109,1,14,125.1,Right Corner 3,0,1,0
1443,3,5/16/21,CLE,BKN,L 109-123,0,-14,110.9,Right Corner 3,0,3,0
1444,4,5/16/21,CHI,MIL,W 118-112,1,6,116.1,Right Corner 3,0,0,
1445,5,5/16/21,MIL,CHI,L 112-118,0,-6,110.2,Right Corner 3,1,3,0.333333333
1446,6,5/16/21,DET,MIA,L 107-120,0,-13,108.8,Right Corner 3,0,3,0
1447,7,5/16/21,MIA,DET,W 120-107,1,13,122,Right Corner 3,1,3,0.333333333
1448,8,5/16/21,GSW,MEM,W 113-101,1,12,117.4,Right Corner 3,2,2,1
1449,9,5/16/21,MEM,GSW,L 101-113,0,-12,105,Right Corner 3,1,1,1
1450,10,5/16/21,DAL,MIN,L 121-136,0,-15,123,Right Corner 3,1,5,0.2
1451,11,5/16/21,MIN,DAL,W 136-121,1,15,138.3,Right Corner 3,2,6,0.333333333
1452,12,5/16/21,LAL,NOP,W 110-98,1,12,109.6,Right Corner 3,0,4,0
1453,13,5/16/21,NOP,LAL,L 98-110,0,-12,97.6,Right Corner 3,0,3,0
1454,14,5/16/21,BOS,NYK,L 92-96,0,-4,99.3,Right Corner 3,0,6,0
1455,15,5/16/21,NYK,BOS,W 96-92,1,4,103.7,Right Corner 3,2,4,0.5
1456,16,5/16/21,LAC,OKC,L 112-117,0,-5,114.3,Right Corner 3,0,2,0
1457,17,5/16/21,OKC,LAC,W 117-112,1,5,119.4,Right Corner 3,0,0,
1458,18,5/16/21,ORL,PHI,L 117-128,0,-11,115.1,Right Corner 3,0,2,0
1459,19,5/16/21,PHI,ORL,W 128-117,1,11,125.9,Right Corner 3,3,6,0.5
1460,20,5/16/21,DEN,POR,L 116-132,0,-16,118.5,Right Corner 3,2,4,0.5
1461,21,5/16/21,POR,DEN,W 132-116,1,16,134.8,Right Corner 3,4,6,0.666666667
1462,22,5/16/21,SAC,UTA,L 99-121,0,-22,97.9,Right Corner 3,1,3,0.333333333
1463,23,5/16/21,UTA,SAC,W 121-99,1,22,119.6,Right Corner 3,3,5,0.6
1464,24,5/16/21,PHX,SAS,W 123-121,1,2,119.7,Right Corner 3,3,4,0.75
1465,25,5/16/21,SAS,PHX,L 121-123,0,-2,117.7,Right Corner 3,2,3,0.666666667
1466,26,5/16/21,IND,TOR,W 125-113,1,12,121.9,Right Corner 3,3,7,0.428571429
1467,27,5/16/21,TOR,IND,L 113-125,0,-12,110.2,Right Corner 3,0,1,0
1468,28,5/16/21,CHA,WAS,L 110-115,0,-5,107.6,Right Corner 3,2,4,0.5
1469,29,5/16/21,WAS,CHA,W 115-110,1,5,112.5,Right Corner 3,0,3,0
1470,30,5/15/21,BKN,CHI,W 105-91,1,14,113.2,Right Corner 3,2,4,0.5
1471,31,5/15/21,CHI,BKN,L 91-105,0,-14,98.1,Right Corner 3,1,1,1
1472,32,5/15/21,IND,LAL,L 115-122,0,-7,114.4,Right Corner 3,1,5,0.2
1473,33,5/15/21,LAL,IND,W 122-115,1,7,121.4,Right Corner 3,1,6,0.166666667
1474,34,5/15/21,MIA,MIL,L 108-122,0,-14,107.9,Right Corner 3,3,5,0.6
1475,35,5/15/21,MIL,MIA,W 122-108,1,14,121.9,Right Corner 3,0,2,0
1476,36,5/15/21,BOS,MIN,W 124-108,1,16,122,Right Corner 3,3,3,1
1477,37,5/15/21,MIN,BOS,L 108-124,0,-16,106.3,Right Corner 3,0,1,0
1478,38,5/15/21,CHA,NYK,L 109-118 (OT),0,-9,110.3,Right Corner 3,1,5,0.2
1479,39,5/15/21,NYK,CHA,W 118-109 (OT),1,9,119.4,Right Corner 3,5,5,1
1480,40,5/15/21,PHX,SAS,W 140-103,1,37,132.8,Right Corner 3,0,2,0
1481,41,5/15/21,SAS,PHX,L 103-140,0,-37,97.7,Right Corner 3,0,1,0
1482,42,5/14/21,DAL,TOR,W 114-110,1,4,118.6,Right Corner 3,4,5,0.8
1483,43,5/14/21,TOR,DAL,L 110-114,0,-4,114.5,Right Corner 3,2,3,0.666666667
1484,44,5/14/21,DEN,DET,W 104-91,1,13,113.1,Right Corner 3,3,5,0.6
1485,45,5/14/21,DET,DEN,L 91-104,0,-13,99,Right Corner 3,0,4,0
1486,46,5/14/21,GSW,NOP,W 125-122,1,3,120.5,Right Corner 3,1,2,0.5
1487,47,5/14/21,NOP,GSW,L 122-125,0,-3,117.7,Right Corner 3,0,3,0
1488,48,5/14/21,HOU,LAC,W 122-115,1,7,120,Right Corner 3,0,3,0
1489,49,5/14/21,LAC,HOU,L 115-122,0,-7,113.1,Right Corner 3,3,3,1
1490,50,5/14/21,MEM,SAC,W 107-106,1,1,105.6,Right Corner 3,0,1,0
1491,51,5/14/21,SAC,MEM,L 106-107,0,-1,104.7,Right Corner 3,1,5,0.2
1492,52,5/14/21,OKC,UTA,L 93-109,0,-16,98.9,Right Corner 3,3,4,0.75
1493,53,5/14/21,UTA,OKC,W 109-93,1,16,115.9,Right Corner 3,3,5,0.6
1494,54,5/14/21,ORL,PHI,L 97-122,0,-25,100.9,Right Corner 3,2,6,0.333333333
1495,55,5/14/21,PHI,ORL,W 122-97,1,25,126.9,Right Corner 3,4,7,0.571428571
1496,56,5/14/21,CLE,WAS,L 105-120,0,-15,103.7,Right Corner 3,0,2,0
1497,57,5/14/21,WAS,CLE,W 120-105,1,15,118.5,Right Corner 3,1,1,1
1498,58,5/13/21,ATL,ORL,W 116-93,1,23,121.2,Right Corner 3,1,4,0.25
1499,59,5/13/21,ORL,ATL,L 93-116,0,-23,97.2,Right Corner 3,2,5,0.4
