,game_id,date,team,opp,result,win,pt_diff,ortg,zone,fgm,fga,fg%
933,213,5/4/21,MIL,BKN,W 124-118,1,6,121.5,Mid-Range,8,22,0.363636364
934,214,5/4/21,GSW,NOP,L 103-108,0,-5,99.8,Mid-Range,1,6,0.166666667
935,215,5/4/21,NOP,GSW,W 108-103,1,5,104.6,Mid-Range,5,15,0.333333333
936,216,5/4/21,OKC,SAC,L 99-103,0,-4,99.4,Mid-Range,2,4,0.5
937,217,5/4/21,SAC,OKC,W 103-99,1,4,103.4,Mid-Range,1,6,0.166666667
938,218,5/3/21,ATL,POR,W 123-114,1,9,125.3,Mid-Range,4,13,0.307692308
939,219,5/3/21,POR,ATL,L 114-123,0,-9,116.2,Mid-Range,6,14,0.428571429
940,220,5/3/21,CHI,PHI,L 94-106,0,-12,101,Mid-Range,3,14,0.214285714
941,221,5/3/21,PHI,CHI,W 106-94,1,12,113.9,Mid-Range,7,11,0.636363636
942,222,5/3/21,DET,ORL,L 112-119,0,-7,114.1,Mid-Range,1,7,0.142857143
943,223,5/3/21,ORL,DET,W 119-112,1,7,121.3,Mid-Range,6,12,0.5
944,224,5/3/21,DEN,LAL,L 89-93,0,-4,94.6,Mid-Range,6,13,0.461538462
945,225,5/3/21,LAL,DEN,W 93-89,1,4,98.8,Mid-Range,2,7,0.285714286
946,226,5/3/21,MEM,NYK,L 104-118,0,-14,110.6,Mid-Range,2,5,0.4
947,227,5/3/21,NYK,MEM,W 118-104,1,14,125.4,Mid-Range,4,16,0.25
948,228,5/3/21,GSW,NOP,W 123-108,1,15,119.8,Mid-Range,3,9,0.333333333
949,229,5/3/21,NOP,GSW,L 108-123,0,-15,105.2,Mid-Range,4,11,0.363636364
950,230,5/3/21,SAS,UTA,L 99-110,0,-11,103.3,Mid-Range,14,24,0.583333333
951,231,5/3/21,UTA,SAS,W 110-99,1,11,114.7,Mid-Range,0,3,0
952,232,5/3/21,IND,WAS,L 141-154,0,-13,119.3,Mid-Range,9,18,0.5
953,233,5/3/21,WAS,IND,W 154-141,1,13,130.3,Mid-Range,6,17,0.352941176
954,234,5/2/21,BOS,POR,L 119-129,0,-10,117.5,Mid-Range,5,16,0.3125
955,235,5/2/21,POR,BOS,W 129-119,1,10,127.4,Mid-Range,9,17,0.529411765
956,236,5/2/21,CHA,MIA,L 111-121,0,-10,115.3,Mid-Range,1,3,0.333333333
957,237,5/2/21,MIA,CHA,W 121-111,1,10,125.7,Mid-Range,2,5,0.4
958,238,5/2/21,DAL,SAC,L 99-111,0,-12,103.2,Mid-Range,5,11,0.454545455
959,239,5/2/21,SAC,DAL,W 111-99,1,12,115.8,Mid-Range,2,7,0.285714286
960,240,5/2/21,HOU,NYK,L 97-122,0,-25,100.6,Mid-Range,0,2,0
961,241,5/2/21,NYK,HOU,W 122-97,1,25,126.6,Mid-Range,2,8,0.25
962,242,5/2/21,LAL,TOR,L 114-121,0,-7,109.8,Mid-Range,1,9,0.111111111
963,243,5/2/21,TOR,LAL,W 121-114,1,7,116.5,Mid-Range,3,11,0.272727273
964,244,5/2/21,BKN,MIL,L 114-117,0,-3,110.5,Mid-Range,8,17,0.470588235
965,245,5/2/21,MIL,BKN,W 117-114,1,3,113.4,Mid-Range,9,16,0.5625
966,246,5/2/21,OKC,PHX,L 120-123,0,-3,123.2,Mid-Range,3,7,0.428571429
967,247,5/2/21,PHX,OKC,W 123-120,1,3,126.3,Mid-Range,10,15,0.666666667
968,248,5/2/21,PHI,SAS,W 113-111 (OT),1,2,110.1,Mid-Range,7,18,0.388888889
969,249,5/2/21,SAS,PHI,L 111-113 (OT),0,-2,108.1,Mid-Range,4,16,0.25
970,250,5/1/21,ATL,CHI,W 108-97,1,11,114.6,Mid-Range,4,12,0.333333333
971,251,5/1/21,CHI,ATL,L 97-108,0,-11,103,Mid-Range,6,13,0.461538462
972,252,5/1/21,CHA,DET,W 107-94,1,13,114.4,Mid-Range,0,1,0
973,253,5/1/21,DET,CHA,L 94-107,0,-13,100.5,Mid-Range,1,5,0.2
974,254,5/1/21,CLE,MIA,L 107-124,0,-17,119.4,Mid-Range,2,6,0.333333333
975,255,5/1/21,MIA,CLE,W 124-107,1,17,138.4,Mid-Range,4,8,0.5
976,256,5/1/21,DAL,WAS,W 125-124,1,1,126.8,Mid-Range,10,15,0.666666667
977,257,5/1/21,WAS,DAL,L 124-125,0,-1,125.8,Mid-Range,11,20,0.55
978,258,5/1/21,GSW,HOU,W 113-87,1,26,107.1,Mid-Range,3,8,0.375
979,259,5/1/21,HOU,GSW,L 87-113,0,-26,82.5,Mid-Range,1,6,0.166666667
980,260,5/1/21,DEN,LAC,W 110-104,1,6,124.6,Mid-Range,6,12,0.5
981,261,5/1/21,LAC,DEN,L 104-110,0,-6,117.8,Mid-Range,5,15,0.333333333
982,262,5/1/21,MIN,NOP,L 136-140 (OT),0,-4,114.6,Mid-Range,3,5,0.6
983,263,5/1/21,NOP,MIN,W 140-136 (OT),1,4,117.9,Mid-Range,2,7,0.285714286
984,264,5/1/21,IND,OKC,W 152-95,1,57,137.8,Mid-Range,5,6,0.833333333
985,265,5/1/21,OKC,IND,L 95-152,0,-57,86.1,Mid-Range,2,4,0.5
986,266,5/1/21,MEM,ORL,L 111-112,0,-1,111,Mid-Range,6,11,0.545454545
987,267,5/1/21,ORL,MEM,W 112-111,1,1,112,Mid-Range,6,14,0.428571429
988,268,5/1/21,TOR,UTA,L 102-106,0,-4,107.3,Mid-Range,4,11,0.363636364
989,269,5/1/21,UTA,TOR,W 106-102,1,4,111.5,Mid-Range,0,2,0
990,270,4/30/21,BOS,SAS,W 143-140 (OT),1,3,128.6,Mid-Range,3,8,0.375
991,271,4/30/21,SAS,BOS,L 140-143 (OT),0,-3,125.9,Mid-Range,13,24,0.541666667
992,272,4/30/21,BKN,POR,L 109-128,0,-19,110.3,Mid-Range,3,9,0.333333333
993,273,4/30/21,POR,BKN,W 128-109,1,19,129.5,Mid-Range,7,16,0.4375
994,274,4/30/21,CHI,MIL,L 98-108,0,-10,99.2,Mid-Range,6,12,0.5
995,275,4/30/21,MIL,CHI,W 108-98,1,10,109.3,Mid-Range,9,22,0.409090909
996,276,4/30/21,CLE,WAS,L 93-122,0,-29,91,Mid-Range,4,7,0.571428571
997,277,4/30/21,WAS,CLE,W 122-93,1,29,119.4,Mid-Range,5,21,0.238095238
998,278,4/30/21,LAL,SAC,L 106-110,0,-4,106.9,Mid-Range,2,9,0.222222222
999,279,4/30/21,SAC,LAL,W 110-106,1,4,110.9,Mid-Range,5,11,0.454545455
1000,280,4/30/21,MEM,ORL,W 92-75,1,17,94,Mid-Range,2,5,0.4
1001,281,4/30/21,ORL,MEM,L 75-92,0,-17,76.7,Mid-Range,1,7,0.142857143
1002,282,4/30/21,ATL,PHI,L 104-126,0,-22,106.6,Mid-Range,5,14,0.357142857
1003,283,4/30/21,PHI,ATL,W 126-104,1,22,129.1,Mid-Range,3,14,0.214285714
1004,284,4/30/21,PHX,UTA,W 121-100,1,21,128.4,Mid-Range,10,17,0.588235294
1005,285,4/30/21,UTA,PHX,L 100-121,0,-21,106.1,Mid-Range,4,9,0.444444444
1006,286,4/29/21,DEN,TOR,W 121-111,1,10,124.4,Mid-Range,4,9,0.444444444
1007,287,4/29/21,TOR,DEN,L 111-121,0,-10,114.2,Mid-Range,5,9,0.555555556
1008,288,4/29/21,DAL,DET,W 115-105,1,10,115.9,Mid-Range,9,23,0.391304348
1009,289,4/29/21,DET,DAL,L 105-115,0,-10,105.8,Mid-Range,2,5,0.4
1010,290,4/29/21,HOU,MIL,W 143-136,1,7,132.5,Mid-Range,3,7,0.428571429
1011,291,4/29/21,MIL,HOU,L 136-143,0,-7,126,Mid-Range,8,14,0.571428571
1012,292,4/29/21,BKN,IND,W 130-113,1,17,123.8,Mid-Range,7,14,0.5
1013,293,4/29/21,IND,BKN,L 113-130,0,-17,107.6,Mid-Range,3,7,0.428571429
1014,294,4/29/21,GSW,MIN,L 114-126,0,-12,114.6,Mid-Range,3,10,0.3
1015,295,4/29/21,MIN,GSW,W 126-114,1,12,126.7,Mid-Range,0,8,0
1016,296,4/29/21,NOP,OKC,W 109-95,1,14,103.7,Mid-Range,8,14,0.571428571
1017,297,4/29/21,OKC,NOP,L 95-109,0,-14,90.4,Mid-Range,1,2,0.5
1018,298,4/28/21,BOS,CHA,W 120-111,1,9,127,Mid-Range,2,6,0.333333333
1019,299,4/28/21,CHA,BOS,L 111-120,0,-9,117.5,Mid-Range,2,7,0.285714286
1020,300,4/28/21,CLE,ORL,L 104-109,0,-5,106,Mid-Range,2,5,0.4
1021,301,4/28/21,ORL,CLE,W 109-104,1,5,111.1,Mid-Range,6,10,0.6
1022,302,4/28/21,DEN,NOP,W 114-112,1,2,104.9,Mid-Range,5,11,0.454545455
1023,303,4/28/21,NOP,DEN,L 112-114,0,-2,103,Mid-Range,4,12,0.333333333
1024,304,4/28/21,MEM,POR,L 109-130,0,-21,107.2,Mid-Range,7,11,0.636363636
1025,305,4/28/21,POR,MEM,W 130-109,1,21,127.9,Mid-Range,8,12,0.666666667
1026,306,4/28/21,MIA,SAS,W 116-111,1,5,119,Mid-Range,4,10,0.4
1027,307,4/28/21,SAS,MIA,L 111-116,0,-5,113.9,Mid-Range,9,19,0.473684211
1028,308,4/28/21,CHI,NYK,L 94-113,0,-19,100.9,Mid-Range,2,9,0.222222222
1029,309,4/28/21,NYK,CHI,W 113-94,1,19,121.3,Mid-Range,9,18,0.5
1030,310,4/28/21,ATL,PHI,L 83-127,0,-44,91.8,Mid-Range,2,17,0.117647059
1031,311,4/28/21,PHI,ATL,W 127-83,1,44,140.5,Mid-Range,9,20,0.45
1032,312,4/28/21,LAC,PHX,L 101-109,0,-8,111.5,Mid-Range,5,10,0.5
1033,313,4/28/21,PHX,LAC,W 109-101,1,8,120.4,Mid-Range,10,15,0.666666667
1034,314,4/28/21,SAC,UTA,L 105-154,0,-49,104.7,Mid-Range,6,16,0.375
1035,315,4/28/21,UTA,SAC,W 154-105,1,49,153.5,Mid-Range,1,3,0.333333333
1036,316,4/28/21,LAL,WAS,L 107-116,0,-9,107.3,Mid-Range,5,12,0.416666667
1037,317,4/28/21,WAS,LAL,W 116-107,1,9,116.3,Mid-Range,10,16,0.625
1038,318,4/27/21,BOS,OKC,L 115-119,0,-4,103.3,Mid-Range,4,7,0.571428571
1039,319,4/27/21,OKC,BOS,W 119-115,1,4,106.9,Mid-Range,3,5,0.6
1040,320,4/27/21,CHA,MIL,L 104-114,0,-10,102.2,Mid-Range,1,7,0.142857143
1041,321,4/27/21,MIL,CHA,W 114-104,1,10,112,Mid-Range,7,11,0.636363636
1042,322,4/27/21,DAL,GSW,W 133-103,1,30,129.9,Mid-Range,5,13,0.384615385
1043,323,4/27/21,GSW,DAL,L 103-133,0,-30,100.6,Mid-Range,1,3,0.333333333
1044,324,4/27/21,HOU,MIN,L 107-114,0,-7,103.1,Mid-Range,3,7,0.428571429
1045,325,4/27/21,MIN,HOU,W 114-107,1,7,109.8,Mid-Range,3,10,0.3
1046,326,4/27/21,IND,POR,L 112-133,0,-21,109.7,Mid-Range,6,12,0.5
1047,327,4/27/21,POR,IND,W 133-112,1,21,130.2,Mid-Range,8,16,0.5
1048,328,4/27/21,BKN,TOR,W 116-103,1,13,125,Mid-Range,3,4,0.75
1049,329,4/27/21,TOR,BKN,L 103-116,0,-13,111,Mid-Range,3,6,0.5
1050,330,4/26/21,DEN,MEM,W 120-96,1,24,115.5,Mid-Range,6,13,0.461538462
1051,331,4/26/21,ATL,DET,L 86-100,0,-14,89.2,Mid-Range,4,6,0.666666667
1052,332,4/26/21,DET,ATL,W 100-86,1,14,103.7,Mid-Range,4,13,0.307692308
1053,333,4/26/21,CHI,MIA,W 110-102,1,8,117.6,Mid-Range,6,12,0.5
1054,334,4/26/21,MIA,CHI,L 102-110,0,-8,109.1,Mid-Range,6,12,0.5
1055,335,4/26/21,MIN,UTA,W 105-104,1,1,108.4,Mid-Range,2,4,0.5
1056,336,4/26/21,UTA,MIN,L 104-105,0,-1,107.4,Mid-Range,2,5,0.4
1057,337,4/26/21,LAC,NOP,L 103-120,0,-17,103.2,Mid-Range,5,12,0.416666667
1058,338,4/26/21,NOP,LAC,W 120-103,1,17,120.3,Mid-Range,4,11,0.363636364
1059,339,4/26/21,NYK,PHX,L 110-118,0,-8,118.5,Mid-Range,7,13,0.538461538
1060,340,4/26/21,PHX,NYK,W 118-110,1,8,127.1,Mid-Range,9,17,0.529411765
1061,341,4/26/21,LAL,ORL,W 114-103,1,11,123.8,Mid-Range,8,17,0.470588235
1062,342,4/26/21,ORL,LAL,L 103-114,0,-11,111.9,Mid-Range,5,16,0.3125
1063,343,4/26/21,OKC,PHI,L 90-121,0,-31,87.3,Mid-Range,3,5,0.6
1064,344,4/26/21,PHI,OKC,W 121-90,1,31,117.4,Mid-Range,3,11,0.272727273
1065,345,4/26/21,SAC,DAL,W 113-106,1,7,122.6,Mid-Range,4,8,0.5
1066,346,4/26/21,CLE,TOR,L 96-112,0,-16,103.6,Mid-Range,2,4,0.5
1067,347,4/26/21,TOR,CLE,W 112-96,1,16,120.9,Mid-Range,2,3,0.666666667
1068,348,4/26/21,WAS,SAS,L 143-146 (OT),0,-3,133,Mid-Range,9,23,0.391304348
1069,349,4/25/21,ATL,MIL,W 111-104,1,7,112.1,Mid-Range,6,13,0.461538462
1070,350,4/25/21,BKN,PHX,W 128-119,1,9,133.5,Mid-Range,3,8,0.375
1071,351,4/25/21,BOS,CHA,L 104-125,0,-21,107.2,Mid-Range,2,4,0.5
1072,352,4/25/21,GSW,SAC,W 117-113,1,4,119.2,Mid-Range,3,9,0.333333333
1073,353,4/24/21,HOU,DEN,L 116-129,0,-13,113.2,Mid-Range,3,4,0.75
1074,354,4/24/21,DET,IND,L 109-115,0,-6,104.6,Mid-Range,1,4,0.25
1075,355,4/24/21,MIA,CHI,W 106-101,1,5,113.4,Mid-Range,6,14,0.428571429
1076,356,4/24/21,NYK,TOR,W 120-103,1,17,130.3,Mid-Range,5,10,0.5
1077,357,4/24/21,MIN,UTA,W 101-96,1,5,102.3,Mid-Range,3,4,0.75
1078,358,4/23/21,LAC,HOU,W 109-104,1,5,106,Mid-Range,4,12,0.333333333
1079,359,4/21/21,LAC,MEM,W 117-105,1,12,121.7,Mid-Range,11,20,0.55
1080,0,5/16/21,ATL,HOU,W 124-95,1,29,121.4,Left Corner 3,2,4,0.5
1081,1,5/16/21,HOU,ATL,L 95-124,0,-29,93,Left Corner 3,0,6,0
1082,2,5/16/21,BKN,CLE,W 123-109,1,14,125.1,Left Corner 3,4,4,1
1083,3,5/16/21,CLE,BKN,L 109-123,0,-14,110.9,Left Corner 3,0,2,0
1084,4,5/16/21,CHI,MIL,W 118-112,1,6,116.1,Left Corner 3,2,4,0.5
1085,5,5/16/21,MIL,CHI,L 112-118,0,-6,110.2,Left Corner 3,0,2,0
1086,6,5/16/21,DET,MIA,L 107-120,0,-13,108.8,Left Corner 3,1,3,0.333333333
1087,7,5/16/21,MIA,DET,W 120-107,1,13,122,Left Corner 3,2,7,0.285714286
1088,8,5/16/21,GSW,MEM,W 113-101,1,12,117.4,Left Corner 3,1,1,1
1089,9,5/16/21,MEM,GSW,L 101-113,0,-12,105,Left Corner 3,0,1,0
1090,10,5/16/21,DAL,MIN,L 121-136,0,-15,123,Left Corner 3,1,5,0.2
1091,11,5/16/21,MIN,DAL,W 136-121,1,15,138.3,Left Corner 3,4,6,0.666666667
1092,12,5/16/21,LAL,NOP,W 110-98,1,12,109.6,Left Corner 3,2,4,0.5
1093,13,5/16/21,NOP,LAL,L 98-110,0,-12,97.6,Left Corner 3,1,4,0.25
1094,14,5/16/21,BOS,NYK,L 92-96,0,-4,99.3,Left Corner 3,1,5,0.2
1095,15,5/16/21,NYK,BOS,W 96-92,1,4,103.7,Left Corner 3,1,4,0.25
1096,16,5/16/21,LAC,OKC,L 112-117,0,-5,114.3,Left Corner 3,3,4,0.75
1097,17,5/16/21,OKC,LAC,W 117-112,1,5,119.4,Left Corner 3,0,1,0
1098,18,5/16/21,ORL,PHI,L 117-128,0,-11,115.1,Left Corner 3,2,4,0.5
1099,19,5/16/21,PHI,ORL,W 128-117,1,11,125.9,Left Corner 3,1,3,0.333333333
1100,20,5/16/21,DEN,POR,L 116-132,0,-16,118.5,Left Corner 3,0,3,0
1101,21,5/16/21,POR,DEN,W 132-116,1,16,134.8,Left Corner 3,3,4,0.75
1102,22,5/16/21,SAC,UTA,L 99-121,0,-22,97.9,Left Corner 3,1,3,0.333333333
1103,23,5/16/21,UTA,SAC,W 121-99,1,22,119.6,Left Corner 3,4,6,0.666666667
1104,24,5/16/21,PHX,SAS,W 123-121,1,2,119.7,Left Corner 3,1,3,0.333333333
1105,25,5/16/21,SAS,PHX,L 121-123,0,-2,117.7,Left Corner 3,1,3,0.333333333
1106,26,5/16/21,IND,TOR,W 125-113,1,12,121.9,Left Corner 3,4,6,0.666666667
1107,27,5/16/21,TOR,IND,L 113-125,0,-12,110.2,Left Corner 3,1,5,0.2
1108,28,5/16/21,CHA,WAS,L 110-115,0,-5,107.6,Left Corner 3,4,8,0.5
1109,29,5/16/21,WAS,CHA,W 115-110,1,5,112.5,Left Corner 3,0,4,0
1110,30,5/15/21,BKN,CHI,W 105-91,1,14,113.2,Left Corner 3,2,3,0.666666667
1111,31,5/15/21,CHI,BKN,L 91-105,0,-14,98.1,Left Corner 3,0,2,0
1112,32,5/15/21,IND,LAL,L 115-122,0,-7,114.4,Left Corner 3,1,4,0.25
1113,33,5/15/21,LAL,IND,W 122-115,1,7,121.4,Left Corner 3,0,2,0
1114,34,5/15/21,MIA,MIL,L 108-122,0,-14,107.9,Left Corner 3,2,6,0.333333333
1115,35,5/15/21,MIL,MIA,W 122-108,1,14,121.9,Left Corner 3,0,4,0
1116,36,5/15/21,BOS,MIN,W 124-108,1,16,122,Left Corner 3,1,6,0.166666667
1117,37,5/15/21,MIN,BOS,L 108-124,0,-16,106.3,Left Corner 3,3,8,0.375
1118,38,5/15/21,CHA,NYK,L 109-118 (OT),0,-9,110.3,Left Corner 3,2,7,0.285714286
1119,39,5/15/21,NYK,CHA,W 118-109 (OT),1,9,119.4,Left Corner 3,3,7,0.428571429
1120,40,5/15/21,PHX,SAS,W 140-103,1,37,132.8,Left Corner 3,2,5,0.4
1121,41,5/15/21,SAS,PHX,L 103-140,0,-37,97.7,Left Corner 3,0,1,0
1122,42,5/14/21,DAL,TOR,W 114-110,1,4,118.6,Left Corner 3,6,7,0.857142857
1123,43,5/14/21,TOR,DAL,L 110-114,0,-4,114.5,Left Corner 3,0,1,0
1124,44,5/14/21,DEN,DET,W 104-91,1,13,113.1,Left Corner 3,1,3,0.333333333
1125,45,5/14/21,DET,DEN,L 91-104,0,-13,99,Left Corner 3,2,7,0.285714286
1126,46,5/14/21,GSW,NOP,W 125-122,1,3,120.5,Left Corner 3,2,4,0.5
1127,47,5/14/21,NOP,GSW,L 122-125,0,-3,117.7,Left Corner 3,4,5,0.8
1128,48,5/14/21,HOU,LAC,W 122-115,1,7,120,Left Corner 3,1,1,1
1129,49,5/14/21,LAC,HOU,L 115-122,0,-7,113.1,Left Corner 3,2,5,0.4
1130,50,5/14/21,MEM,SAC,W 107-106,1,1,105.6,Left Corner 3,1,6,0.166666667
1131,51,5/14/21,SAC,MEM,L 106-107,0,-1,104.7,Left Corner 3,2,2,1
1132,52,5/14/21,OKC,UTA,L 93-109,0,-16,98.9,Left Corner 3,0,1,0
1133,53,5/14/21,UTA,OKC,W 109-93,1,16,115.9,Left Corner 3,2,6,0.333333333
1134,54,5/14/21,ORL,PHI,L 97-122,0,-25,100.9,Left Corner 3,0,2,0
1135,55,5/14/21,PHI,ORL,W 122-97,1,25,126.9,Left Corner 3,1,5,0.2
1136,56,5/14/21,CLE,WAS,L 105-120,0,-15,103.7,Left Corner 3,1,3,0.333333333
1137,57,5/14/21,WAS,CLE,W 120-105,1,15,118.5,Left Corner 3,1,2,0.5
1138,58,5/13/21,ATL,ORL,W 116-93,1,23,121.2,Left Corner 3,0,1,0
1139,59,5/13/21,ORL,ATL,L 93-116,0,-23,97.2,Left Corner 3,0,4,0
1140,60,5/13/21,CHI,TOR,W 114-102,1,12,117.6,Left Corner 3,1,3,0.333333333
1141,61,5/13/21,TOR,CHI,L 102-114,0,-12,105.2,Left Corner 3,0,0,
1142,62,5/13/21,CHA,LAC,L 90-113,0,-23,98,Left Corner 3,1,4,0.25
1143,63,5/13/21,LAC,CHA,W 113-90,1,23,123,Left Corner 3,2,3,0.666666667
1144,64,5/13/21,IND,MIL,L 133-142,0,-9,123.4,Left Corner 3,0,3,0
1145,65,5/13/21,MIL,IND,W 142-133,1,9,131.7,Left Corner 3,1,2,0.5
1146,66,5/13/21,MEM,SAC,W 116-110,1,6,119.3,Left Corner 3,5,8,0.625
1147,67,5/13/21,SAC,MEM,L 110-116,0,-6,113.1,Left Corner 3,1,2,0.5
1148,68,5/13/21,MIA,PHI,W 106-94,1,12,120.4,Left Corner 3,2,3,0.666666667
1149,69,5/13/21,PHI,MIA,L 94-106,0,-12,106.8,Left Corner 3,1,3,0.333333333
1150,70,5/13/21,DEN,MIN,W 114-103,1,11,118.1,Left Corner 3,3,5,0.6
1151,71,5/13/21,MIN,DEN,L 103-114,0,-11,106.7,Left Corner 3,3,11,0.272727273
1152,72,5/13/21,NYK,SAS,W 102-98,1,4,108.2,Left Corner 3,1,2,0.5
1153,73,5/13/21,SAS,NYK,L 98-102,0,-4,103.9,Left Corner 3,1,5,0.2
1154,74,5/13/21,PHX,POR,W 118-117,1,1,119.5,Left Corner 3,0,2,0
1155,75,5/13/21,POR,PHX,L 117-118,0,-1,118.5,Left Corner 3,3,4,0.75
1156,76,5/12/21,ATL,WAS,W 120-116,1,4,115,Left Corner 3,1,2,0.5
1157,77,5/12/21,WAS,ATL,L 116-120,0,-4,111.1,Left Corner 3,1,5,0.2
1158,78,5/12/21,BKN,SAS,W 128-116,1,12,128.1,Left Corner 3,2,7,0.285714286
1159,79,5/12/21,SAS,BKN,L 116-128,0,-12,116.1,Left Corner 3,1,4,0.25
1160,80,5/12/21,BOS,CLE,L 94-102,0,-8,95.8,Left Corner 3,0,6,0
1161,81,5/12/21,CLE,BOS,W 102-94,1,8,103.9,Left Corner 3,0,1,0
1162,82,5/12/21,DAL,NOP,W 125-107,1,18,123.2,Left Corner 3,3,6,0.5
1163,83,5/12/21,NOP,DAL,L 107-125,0,-18,105.4,Left Corner 3,1,2,0.5
1164,84,5/12/21,HOU,LAL,L 122-124,0,-2,119.2,Left Corner 3,1,2,0.5
1165,85,5/12/21,LAL,HOU,W 124-122,1,2,121.2,Left Corner 3,0,0,
1166,86,5/12/21,POR,UTA,W 105-98,1,7,118,Left Corner 3,1,1,1
1167,87,5/12/21,UTA,POR,L 98-105,0,-7,110.2,Left Corner 3,2,3,0.666666667
1168,88,5/11/21,BOS,MIA,L 121-129,0,-8,120.9,Left Corner 3,4,4,1
1169,89,5/11/21,MIA,BOS,W 129-121,1,8,128.9,Left Corner 3,0,1,0
1170,90,5/11/21,BKN,CHI,W 115-107,1,8,120.9,Left Corner 3,1,5,0.2
1171,91,5/11/21,CHI,BKN,L 107-115,0,-8,112.5,Left Corner 3,2,4,0.5
1172,92,5/11/21,CHA,DEN,L 112-117,0,-5,113.2,Left Corner 3,1,5,0.2
1173,93,5/11/21,DEN,CHA,W 117-112,1,5,118.2,Left Corner 3,2,7,0.285714286
1174,94,5/11/21,DET,MIN,L 100-119,0,-19,92.6,Left Corner 3,2,3,0.666666667
1175,95,5/11/21,MIN,DET,W 119-100,1,19,110.2,Left Corner 3,1,7,0.142857143
1176,96,5/11/21,GSW,PHX,W 122-116,1,6,131.1,Left Corner 3,1,8,0.125
1177,97,5/11/21,PHX,GSW,L 116-122,0,-6,124.6,Left Corner 3,1,4,0.25
1178,98,5/11/21,IND,PHI,W 103-94,1,9,108.1,Left Corner 3,3,4,0.75
1179,99,5/11/21,PHI,IND,L 94-103,0,-9,98.6,Left Corner 3,1,5,0.2
1180,100,5/11/21,LAL,NYK,W 101-99 (OT),1,2,102.1,Left Corner 3,3,10,0.3
1181,101,5/11/21,NYK,LAL,L 99-101 (OT),0,-2,100.1,Left Corner 3,2,4,0.5
1182,102,5/11/21,DAL,MEM,L 104-133,0,-29,112.3,Left Corner 3,2,3,0.666666667
1183,103,5/11/21,MEM,DAL,W 133-104,1,29,143.6,Left Corner 3,1,4,0.25
1184,104,5/11/21,MIL,ORL,W 114-102,1,12,110.5,Left Corner 3,0,1,0
1185,105,5/11/21,ORL,MIL,L 102-114,0,-12,98.8,Left Corner 3,3,3,1
1186,106,5/11/21,OKC,SAC,L 106-122,0,-16,103.3,Left Corner 3,2,4,0.5
1187,107,5/11/21,SAC,OKC,W 122-106,1,16,118.8,Left Corner 3,3,7,0.428571429
1188,108,5/11/21,LAC,TOR,W 115-96,1,19,120.9,Left Corner 3,0,6,0
1189,109,5/11/21,TOR,LAC,L 96-115,0,-19,100.9,Left Corner 3,0,2,0
1190,110,5/10/21,ATL,WAS,W 125-124,1,1,119.8,Left Corner 3,3,6,0.5
1191,111,5/10/21,WAS,ATL,L 124-125,0,-1,118.9,Left Corner 3,1,1,1
1192,112,5/10/21,CLE,IND,L 102-111,0,-9,106.6,Left Corner 3,3,5,0.6
1193,113,5/10/21,IND,CLE,W 111-102,1,9,116,Left Corner 3,2,7,0.285714286
1194,114,5/10/21,GSW,UTA,W 119-116,1,3,120.9,Left Corner 3,1,7,0.142857143
1195,115,5/10/21,UTA,GSW,L 116-119,0,-3,117.9,Left Corner 3,3,6,0.5
1196,116,5/10/21,MEM,NOP,W 115-110,1,5,113.2,Left Corner 3,1,2,0.5
1197,117,5/10/21,NOP,MEM,L 110-115,0,-5,108.2,Left Corner 3,2,3,0.666666667
1198,118,5/10/21,HOU,POR,L 129-140,0,-11,126,Left Corner 3,3,5,0.6
1199,119,5/10/21,POR,HOU,W 140-129,1,11,136.8,Left Corner 3,3,4,0.75
1200,120,5/10/21,MIL,SAS,L 125-146,0,-21,121.8,Left Corner 3,1,4,0.25
1201,121,5/10/21,SAS,MIL,W 146-125,1,21,142.3,Left Corner 3,2,5,0.4
1202,122,5/9/21,BOS,MIA,L 124-130,0,-6,124.8,Left Corner 3,2,9,0.222222222
1203,123,5/9/21,MIA,BOS,W 130-124,1,6,130.8,Left Corner 3,2,5,0.4
1204,124,5/9/21,CHA,NOP,L 110-112,0,-2,105.1,Left Corner 3,2,7,0.285714286
1205,125,5/9/21,NOP,CHA,W 112-110,1,2,107,Left Corner 3,2,4,0.5
1206,126,5/9/21,CLE,DAL,L 97-124,0,-27,98.6,Left Corner 3,0,1,0
1207,127,5/9/21,DAL,CLE,W 124-97,1,27,126.1,Left Corner 3,0,3,0
1208,128,5/9/21,CHI,DET,W 108-96,1,12,115.4,Left Corner 3,4,4,1
1209,129,5/9/21,DET,CHI,L 96-108,0,-12,102.6,Left Corner 3,2,6,0.333333333
1210,130,5/9/21,LAC,NYK,L 100-106,0,-6,104.5,Left Corner 3,5,7,0.714285714
1211,131,5/9/21,NYK,LAC,W 106-100,1,6,110.8,Left Corner 3,3,8,0.375
1212,132,5/9/21,LAL,PHX,W 123-110,1,13,129.8,Left Corner 3,4,7,0.571428571
1213,133,5/9/21,PHX,LAL,L 110-123,0,-13,116.1,Left Corner 3,0,4,0
1214,134,5/9/21,MIN,ORL,W 128-96,1,32,124.9,Left Corner 3,1,3,0.333333333
1215,135,5/9/21,ORL,MIN,L 96-128,0,-32,93.6,Left Corner 3,0,1,0
1216,136,5/9/21,OKC,SAC,L 98-126,0,-28,98.1,Left Corner 3,2,5,0.4
