,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,ZONE,FGM,FGA,FG_PCT,SEASON,game_id,win,pd,ortg
48,203457,Nerlens Noel,Nerlens,1610612752,NYK,27.0,Restricted Area,1.0,1.0,1.0,,1,1.0,4,103.7
49,203457,Nerlens Noel,Nerlens,1610612752,NYK,27.0,In The Paint (Non-RA),0.0,0.0,0.0,,1,1.0,4,103.7
50,203457,Nerlens Noel,Nerlens,1610612752,NYK,27.0,Mid-Range,0.0,1.0,0.0,,1,1.0,4,103.7
51,203457,Nerlens Noel,Nerlens,1610612752,NYK,27.0,Left Corner 3,0.0,0.0,0.0,,1,1.0,4,103.7
52,203457,Nerlens Noel,Nerlens,1610612752,NYK,27.0,Right Corner 3,0.0,0.0,0.0,,1,1.0,4,103.7
53,203457,Nerlens Noel,Nerlens,1610612752,NYK,27.0,Above the Break 3,0.0,0.0,0.0,,1,1.0,4,103.7
54,203457,Nerlens Noel,Nerlens,1610612752,NYK,27.0,Backcourt,0.0,0.0,0.0,,1,1.0,4,103.7
55,203457,Nerlens Noel,Nerlens,1610612752,NYK,27.0,Corner 3,0.0,0.0,0.0,,1,1.0,4,103.7
56,1630167,Obi Toppin,Obi,1610612752,NYK,23.0,Restricted Area,1.0,2.0,0.5,,1,1.0,4,103.7
57,1630167,Obi Toppin,Obi,1610612752,NYK,23.0,In The Paint (Non-RA),1.0,1.0,1.0,,1,1.0,4,103.7
58,1630167,Obi Toppin,Obi,1610612752,NYK,23.0,Mid-Range,1.0,1.0,1.0,,1,1.0,4,103.7
59,1630167,Obi Toppin,Obi,1610612752,NYK,23.0,Left Corner 3,0.0,0.0,0.0,,1,1.0,4,103.7
60,1630167,Obi Toppin,Obi,1610612752,NYK,23.0,Right Corner 3,0.0,1.0,0.0,,1,1.0,4,103.7
61,1630167,Obi Toppin,Obi,1610612752,NYK,23.0,Above the Break 3,0.0,0.0,0.0,,1,1.0,4,103.7
62,1630167,Obi Toppin,Obi,1610612752,NYK,23.0,Backcourt,,,,,1,1.0,4,103.7
63,1630167,Obi Toppin,Obi,1610612752,NYK,23.0,Corner 3,0.0,1.0,0.0,,1,1.0,4,103.7
64,1629628,RJ Barrett,RJ,1610612752,NYK,20.0,Restricted Area,4.0,5.0,0.8,,1,1.0,4,103.7
65,1629628,RJ Barrett,RJ,1610612752,NYK,20.0,In The Paint (Non-RA),0.0,0.0,0.0,,1,1.0,4,103.7
66,1629628,RJ Barrett,RJ,1610612752,NYK,20.0,Mid-Range,1.0,3.0,0.333,,1,1.0,4,103.7
67,1629628,RJ Barrett,RJ,1610612752,NYK,20.0,Left Corner 3,0.0,0.0,0.0,,1,1.0,4,103.7
68,1629628,RJ Barrett,RJ,1610612752,NYK,20.0,Right Corner 3,0.0,0.0,0.0,,1,1.0,4,103.7
69,1629628,RJ Barrett,RJ,1610612752,NYK,20.0,Above the Break 3,2.0,4.0,0.5,,1,1.0,4,103.7
70,1629628,RJ Barrett,RJ,1610612752,NYK,20.0,Backcourt,0.0,0.0,0.0,,1,1.0,4,103.7
71,1629628,RJ Barrett,RJ,1610612752,NYK,20.0,Corner 3,0.0,0.0,0.0,,1,1.0,4,103.7
72,203493,Reggie Bullock,Reggie,1610612752,NYK,30.0,Restricted Area,0.0,0.0,0.0,,1,1.0,4,103.7
73,203493,Reggie Bullock,Reggie,1610612752,NYK,30.0,In The Paint (Non-RA),0.0,0.0,0.0,,1,1.0,4,103.7
74,203493,Reggie Bullock,Reggie,1610612752,NYK,30.0,Mid-Range,2.0,2.0,1.0,,1,1.0,4,103.7
75,203493,Reggie Bullock,Reggie,1610612752,NYK,30.0,Left Corner 3,1.0,2.0,0.5,,1,1.0,4,103.7
76,203493,Reggie Bullock,Reggie,1610612752,NYK,30.0,Right Corner 3,1.0,2.0,0.5,,1,1.0,4,103.7
77,203493,Reggie Bullock,Reggie,1610612752,NYK,30.0,Above the Break 3,2.0,3.0,0.667,,1,1.0,4,103.7
78,203493,Reggie Bullock,Reggie,1610612752,NYK,30.0,Backcourt,0.0,0.0,0.0,,1,1.0,4,103.7
79,203493,Reggie Bullock,Reggie,1610612752,NYK,30.0,Corner 3,2.0,4.0,0.5,,1,1.0,4,103.7
80,201959,Taj Gibson,Taj,1610612752,NYK,35.0,Restricted Area,1.0,1.0,1.0,,1,1.0,4,103.7
81,201959,Taj Gibson,Taj,1610612752,NYK,35.0,In The Paint (Non-RA),0.0,1.0,0.0,,1,1.0,4,103.7
82,201959,Taj Gibson,Taj,1610612752,NYK,35.0,Mid-Range,1.0,2.0,0.5,,1,1.0,4,103.7
83,201959,Taj Gibson,Taj,1610612752,NYK,35.0,Left Corner 3,0.0,0.0,0.0,,1,1.0,4,103.7
84,201959,Taj Gibson,Taj,1610612752,NYK,35.0,Right Corner 3,0.0,0.0,0.0,,1,1.0,4,103.7
85,201959,Taj Gibson,Taj,1610612752,NYK,35.0,Above the Break 3,0.0,0.0,0.0,,1,1.0,4,103.7
86,201959,Taj Gibson,Taj,1610612752,NYK,35.0,Backcourt,,,,,1,1.0,4,103.7
87,201959,Taj Gibson,Taj,1610612752,NYK,35.0,Corner 3,0.0,0.0,0.0,,1,1.0,4,103.7
0,202692,Alec Burks,Alec,1610612752,NYK,29.0,Restricted Area,2.0,4.0,0.5,,2,1.0,9,119.4
1,202692,Alec Burks,Alec,1610612752,NYK,29.0,In The Paint (Non-RA),1.0,1.0,1.0,,2,1.0,9,119.4
2,202692,Alec Burks,Alec,1610612752,NYK,29.0,Mid-Range,0.0,0.0,0.0,,2,1.0,9,119.4
3,202692,Alec Burks,Alec,1610612752,NYK,29.0,Left Corner 3,1.0,2.0,0.5,,2,1.0,9,119.4
4,202692,Alec Burks,Alec,1610612752,NYK,29.0,Right Corner 3,1.0,1.0,1.0,,2,1.0,9,119.4
5,202692,Alec Burks,Alec,1610612752,NYK,29.0,Above the Break 3,0.0,4.0,0.0,,2,1.0,9,119.4
6,202692,Alec Burks,Alec,1610612752,NYK,29.0,Backcourt,0.0,0.0,0.0,,2,1.0,9,119.4
7,202692,Alec Burks,Alec,1610612752,NYK,29.0,Corner 3,2.0,3.0,0.667,,2,1.0,9,119.4
8,201565,Derrick Rose,Derrick,1610612752,NYK,32.0,Restricted Area,0.0,1.0,0.0,,2,1.0,9,119.4
9,201565,Derrick Rose,Derrick,1610612752,NYK,32.0,In The Paint (Non-RA),2.0,2.0,1.0,,2,1.0,9,119.4
10,201565,Derrick Rose,Derrick,1610612752,NYK,32.0,Mid-Range,3.0,4.0,0.75,,2,1.0,9,119.4
11,201565,Derrick Rose,Derrick,1610612752,NYK,32.0,Left Corner 3,0.0,0.0,0.0,,2,1.0,9,119.4
12,201565,Derrick Rose,Derrick,1610612752,NYK,32.0,Right Corner 3,0.0,0.0,0.0,,2,1.0,9,119.4
13,201565,Derrick Rose,Derrick,1610612752,NYK,32.0,Above the Break 3,1.0,2.0,0.5,,2,1.0,9,119.4
14,201565,Derrick Rose,Derrick,1610612752,NYK,32.0,Backcourt,0.0,0.0,0.0,,2,1.0,9,119.4
15,201565,Derrick Rose,Derrick,1610612752,NYK,32.0,Corner 3,0.0,0.0,0.0,,2,1.0,9,119.4
16,203901,Elfrid Payton,Elfrid,1610612752,NYK,27.0,Restricted Area,0.0,0.0,0.0,,2,1.0,9,119.4
17,203901,Elfrid Payton,Elfrid,1610612752,NYK,27.0,In The Paint (Non-RA),1.0,1.0,1.0,,2,1.0,9,119.4
18,203901,Elfrid Payton,Elfrid,1610612752,NYK,27.0,Mid-Range,0.0,1.0,0.0,,2,1.0,9,119.4
19,203901,Elfrid Payton,Elfrid,1610612752,NYK,27.0,Left Corner 3,0.0,0.0,0.0,,2,1.0,9,119.4
20,203901,Elfrid Payton,Elfrid,1610612752,NYK,27.0,Right Corner 3,0.0,0.0,0.0,,2,1.0,9,119.4
21,203901,Elfrid Payton,Elfrid,1610612752,NYK,27.0,Above the Break 3,0.0,1.0,0.0,,2,1.0,9,119.4
22,203901,Elfrid Payton,Elfrid,1610612752,NYK,27.0,Backcourt,0.0,0.0,0.0,,2,1.0,9,119.4
23,203901,Elfrid Payton,Elfrid,1610612752,NYK,27.0,Corner 3,0.0,0.0,0.0,,2,1.0,9,119.4
24,1628373,Frank Ntilikina,Frank,1610612752,NYK,22.0,Restricted Area,0.0,0.0,0.0,,2,1.0,9,119.4
25,1628373,Frank Ntilikina,Frank,1610612752,NYK,22.0,In The Paint (Non-RA),,,,,2,1.0,9,119.4
